company_name,ratings,reviews,Industry,locations,highly_rated_aspects,critically_rated_aspects
Shriram Fortune Solutions,3.6,208,Financial Services,Gurgaon / Gurugram +96 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
HTL,3.6,208,Telecom,Chennai +10 other locations,,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Verticurl,3.2,208,Coimbatore +6 other locations,,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
HEPL - A Cavinkare Group Company,3.4,208,Cuddalore +17 other locations,,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Cotecna Inspection India,3.6,208,Analytics & KPO,Mumbai +34 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Chrysalis High,4.1,208,,Bangalore / Bengaluru +2 other locations,"Work Life Balance, Skill Development / Learning, Salary & Benefits",
BoAt,4.2,217,Consumer Electronics & Appliances,Mumbai +16 other locations,"Work Life Balance, Company Culture, Job Security",
Beri Udyog,3.8,208,Industrial Machinery,Karnal +16 other locations,,Promotions / Appraisal
Bosch Power Tools,4.2,208,Industrial Machinery,Chennai +38 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Innover Digital,4.1,213,IT Services & Consulting,Kolkata +7 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
Chhatrapati Shivaji International Airport,3.5,209,Real Estate,Mumbai +8 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
ASSA ABLOY,3.4,208,Real Estate,Chennai +33 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
NOVO Medisciences,3.3,208,Pharma,Mumbai +32 other locations,,"Job Security, Company Culture, Work Satisfaction"
MEDICO Healthcare Services & Technologies,3.1,208,Healthcare,Hyderabad / Secunderabad +11 other locations,,"Company Culture, Promotions / Appraisal, Job Security"
MEDICO Healthcare Services & Technologies,3.1,208,Healthcare,Hyderabad / Secunderabad +11 other locations,,"Company Culture, Promotions / Appraisal, Job Security"
Red FM 93.5,3.9,208,Broadcasting,Bangalore / Bengaluru +51 other locations,"Work Life Balance, Work Satisfaction, Job Security",Promotions / Appraisal
Girnar Care,3.5,209,BPO,Jaipur +17 other locations,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Mining Engineering Services,3.5,208,Metals & Mining,Vadodara +15 other locations,,"Company Culture, Work Life Balance, Work Satisfaction"
The Mission Hospital,3.7,208,Healthcare,Durgapur +23 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
RateGain,3.8,208,IT Services & Consulting,Noida +6 other locations,"Company Culture, Work Life Balance","Promotions / Appraisal, Work Satisfaction, Job Security"
TATA MEDICAL CENTER,3.7,208,Healthcare,Kolkata +5 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Chrysalis High,4.1,208,,Bangalore / Bengaluru +2 other locations,"Work Life Balance, Skill Development / Learning, Salary & Benefits",
Bondada Engineering,3.5,208,Engineering & Construction,Hyderabad / Secunderabad +41 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
Pie Infocomm,4.5,207,IT Services & Consulting,Lucknow +7 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",
Vidya Mandir Classes,3.5,207,EdTech,New Delhi +38 other locations,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Job Security"
Qi Spine Clinic,3.1,207,Healthcare,Mumbai +13 other locations,,"Company Culture, Promotions / Appraisal, Work Satisfaction"
Bilt Graphic Paper Products,3.7,207,Pulp & Paper,Pune +11 other locations,"Job Security, Work Life Balance","Promotions / Appraisal, Skill Development / Learning"
Fleet Management,4.0,208,Ports & Shipping,Mumbai +22 other locations,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal
MMTC-PAMP,3.7,207,Metals & Mining,Gurgaon / Gurugram +19 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Work Satisfaction"
CallHealth,3.6,207,Healthcare,Hyderabad / Secunderabad +17 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Amrita Vishwa Vidyapeetham,3.8,207,Education & Training,Coimbatore +15 other locations,,"Promotions / Appraisal, Salary & Benefits"
Teachers Insurance and Annuity Association of America,3.8,207,Financial Services,Pune +4 other locations,"Work Life Balance, Salary & Benefits, Company Culture","Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
KPR Mill,3.9,207,Fashion & Textile,Coimbatore +20 other locations,,"Promotions / Appraisal, Skill Development / Learning"
Texspin Bearings,4.1,207,Auto Components,Ahmedabad +19 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",
Development Consultants,3.3,207,IT Services & Consulting,Kolkata +15 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
AYM Syntex,3.5,207,Fashion & Textile,Silvassa / Dadra & Nagar Haveli +9 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
YouTube,4.5,207,Internet,New Delhi +42 other locations,"Work Satisfaction, Skill Development / Learning, Work Life Balance",
Jakson Green,4.3,207,,Noida +33 other locations,"Job Security, Work Life Balance, Skill Development / Learning",
Chitkara University,4.0,207,Chandigarh +8 other locations,,"Work Life Balance, Work Satisfaction, Company Culture",
Bharat Institutions,3.5,207,Education & Training,Hyderabad / Secunderabad +7 other locations,,"Work Satisfaction, Job Security, Company Culture"
Maxinfra,4.1,207,Real Estate,Hyderabad / Secunderabad +26 other locations,"Work Life Balance, Job Security, Company Culture",
Navitas Life Sciences,3.5,207,Clinical Research,Chennai +7 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Ankura Hospital,3.8,207,Healthcare,Hyderabad / Secunderabad +10 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
SITA,3.9,207,IT Services & Consulting,Gurgaon / Gurugram +29 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
FAIRWAY ENTERPRISES,3.9,207,Leather,Krishnagiri +9 other locations,"Salary & Benefits, Work Life Balance","Work Satisfaction, Promotions / Appraisal"
Armstrong Robotics & Technologies Private Limited,3.9,207,Industrial Automation,Nashik +13 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction",
Supreme Treon,3.9,207,Auto Components,Pune +26 other locations,"Work Life Balance, Job Security, Company Culture","Salary & Benefits, Promotions / Appraisal"
Emirates Flight Catering,4.3,207,Hospitality,Dubai +12 other locations,"Company Culture, Job Security, Work Life Balance",
Cummins Generator Technologies,4.1,207,Industrial Machinery,Pune +18 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Shopclues,3.3,206,Internet,Gurgaon / Gurugram +7 other locations,,"Job Security, Promotions / Appraisal, Salary & Benefits"
S.c Johnson Products,4.1,206,FMCG,Gurgaon / Gurugram +52 other locations,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal
Vinove Software & Services,3.0,206,IT Services & Consulting,Noida +4 other locations,,"Job Security, Promotions / Appraisal, Salary & Benefits"
Qdigi Services,3.3,206,Recruitment,Noida +43 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
Ajax Engineering,4.0,206,Engineering & Construction,Bangalore / Bengaluru +28 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
S.c Johnson Products,4.1,206,FMCG,Gurgaon / Gurugram +52 other locations,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal
Vinove Software & Services,3.0,206,IT Services & Consulting,Noida +4 other locations,,"Job Security, Promotions / Appraisal, Salary & Benefits"
Magicrete Building Solutions,3.8,206,Building Material,Surat +27 other locations,Job Security,
Kinetic Green Energy And Power Solutions,3.2,207,Power,Pune +27 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Chiripal Poly Films,4.2,206,Packaging,Ahmedabad +11 other locations,"Salary & Benefits, Work Life Balance, Company Culture",
BMW Industries,3.6,206,Iron & Steel,Kolkata +16 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Satyesh Brinechem,3.2,206,Chemicals,Bhuj +12 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
BetterPlace Safety Solutions,3.5,206,IT Services & Consulting,Bangalore / Bengaluru +11 other locations,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
LetsTransport,3.5,206,Logistics,Bangalore / Bengaluru +27 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Rohan Motors,3.6,206,Automobile,New Delhi +19 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Qdigi Services,3.3,206,Recruitment,Noida +43 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
Inchcape Shipping Services,3.4,207,Ports & Shipping,Chennai +14 other locations,,"Promotions / Appraisal, Skill Development / Learning, Job Security"
RAKS Pharma,4.3,206,Pharma,Visakhapatnam +11 other locations,"Work Life Balance, Company Culture, Job Security",
Programmers.io,4.0,206,IT Services & Consulting,Jaipur +3 other locations,"Work Life Balance, Work Satisfaction, Company Culture",
AISATS,3.4,206,Aviation,New Delhi +10 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Rubamin,4.0,206,Chemicals,Vadodara +6 other locations,"Job Security, Company Culture, Work Life Balance",
UL Solutions,3.9,206,"Testing, Inspection and Certification (TIC)",Bangalore / Bengaluru +9 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
Crimson Interactive,2.5,206,Content Development,Mumbai +5 other locations,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
Garware Hi-Tech Films,4.1,206,Packaging,Aurangabad +9 other locations,"Job Security, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Eternis Fine Chemicals,3.4,206,Chemicals,Pune +8 other locations,,"Work Satisfaction, Promotions / Appraisal, Company Culture"
Jindal Worldwide,3.5,206,Fashion & Textile,Ahmedabad +5 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
ASP OL Media,4.2,205,Marketing & Advertising,Pune +6 other locations,"Salary & Benefits, Company Culture, Work Satisfaction",
Career Launcher,3.7,205,Education & Training,New Delhi +42 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Prem Henna,3.4,205,Beauty & Personal Care,Indore +52 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
John Deere Financial,4.3,205,NBFC,Pune +57 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
COWI,4.1,205,Engineering & Construction,Gurgaon / Gurugram +4 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Carzonrent,3.4,205,Travel & Tourism,New Delhi +15 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Mold-Tek Technologies,3.5,205,IT Services & Consulting,Hyderabad / Secunderabad +12 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Keolis Hyderabad Metro,3.9,205,Urban Transport,Hyderabad / Secunderabad +4 other locations,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Praxis home Retail,4.2,205,Retail,Mumbai +29 other locations,"Work Life Balance, Skill Development / Learning, Company Culture",
Gujarat Narmada Valley Fertilizers & Chemicals,4.3,205,Agro Chemicals,Bharuch +16 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Teleone,3.6,205,Internet,New Delhi +20 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Aneja Associates,3.2,205,Accounting & Auditing,Mumbai +10 other locations,,"Promotions / Appraisal, Company Culture, Salary & Benefits"
OSI Digital,3.6,205,IT Services & Consulting,Hyderabad / Secunderabad +4 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Nahars Engineering India,3.3,205,Auto Components,Bangalore / Bengaluru +10 other locations,,"Company Culture, Work Life Balance, Work Satisfaction"
Aarti Pharmalabs,3.7,217,Pharma,Mumbai +14 other locations,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction"
CyberSWIFT Infotech,3.1,205,IT Services & Consulting,Kolkata +10 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Continental Hospitals,3.8,205,Healthcare,Hyderabad / Secunderabad +3 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Ileads Auxiliary Services,3.1,206,BPO,Dehradun +11 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Valueonshore Advisors,3.8,205,Management Consulting,Gurgaon / Gurugram +5 other locations,Work Life Balance,Promotions / Appraisal
Continental Hospitals,3.8,205,Healthcare,Hyderabad / Secunderabad +3 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Ileads Auxiliary Services,3.1,206,BPO,Dehradun +11 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Valueonshore Advisors,3.8,205,Management Consulting,Gurgaon / Gurugram +5 other locations,Work Life Balance,Promotions / Appraisal
Turito,3.0,205,EdTech,Hyderabad / Secunderabad +7 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Brainium Information Technologies,3.8,205,IT Services & Consulting,Kolkata +1 other locations,"Work Life Balance, Skill Development / Learning",
Anglo-Eastern Ship Management,4.1,205,Ports & Shipping,Mumbai +15 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",
Ebixcash World Money,3.6,205,FinTech,Mumbai +37 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Chaitanya Projects Consultancy,3.9,205,Financial Services,Noida +51 other locations,Work Life Balance,Promotions / Appraisal
Busy Infotech,3.9,205,Software Product,New Delhi +29 other locations,"Salary & Benefits, Company Culture",Promotions / Appraisal
Ashv Finance,4.1,205,,Mumbai +37 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Wanbury,3.5,205,Pharma,Mumbai +31 other locations,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Infiiloom,3.2,205,Fashion & Textile,Pune +15 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
CRB Tech Solution,3.7,204,EdTech,Pune +8 other locations,,
Ayesa,4.0,204,IT Services & Consulting,New Delhi +12 other locations,"Work Life Balance, Work Satisfaction",Promotions / Appraisal
Mitsubishi Heavy Industries,4.2,204,Industrial Machinery,Mysuru / Mysore +31 other locations,"Work Life Balance, Work Satisfaction, Company Culture",
Wardwizard Innovations & Mobility,3.4,204,Automobile,Vadodara +50 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
